mu,kappa,theta,sigma,rho,lambda,mu_j,sig_j
-0.8920267121652276,1.594798634771167,0.04364865591988063,0.01658284977216897,-0.43970660343245566,16.581857027084958,-0.30323204880286647,0.11063109410791032
-1.0517668222539573,3.1134812011606843,0.03894150033768426,0.010692547761534315,-0.06547587111359142,0.860245405835832,-0.2945074355037953,0.017113307833290015
-1.0215232858063286,1.774467490493718,0.03844091039624193,0.00966098730802145,-0.058194401518935825,10.999999919951634,-0.2937651801996288,0.03986395834871477
-1.1206888321198978,1.686628098132208,0.03855893815130415,0.009178628748684088,-0.09304069837776222,1.0,-0.25406797241958384,3.162277660168379e-08
-1.0308281364001237,0.05774172875540022,0.052225585184706144,0.009402389182943291,-0.15917451205244262,10.999999980819798,-0.2540679763098407,3.162277660168379e-08
-1.1185025868832184,0.3670194597990487,0.04756854718075047,0.012314559118295305,-0.1705274615340122,3.3640594253427167,-0.2540679747066707,3.162277660168379e-08
-0.9170183727061173,2.5288453504816837,0.04808598123155572,0.013692581927928016,-0.20966115600450289,10.999985872175888,-0.25406797848515994,3.162277660168379e-08
-0.7432803182807958,0.9876186920258726,0.04715409964297585,0.011178258784028441,-0.21915193176463912,3.439914914584232,-0.2540679748508471,3.162277660168379e-08
-1.007391954337854,1.3009238559567131,0.048719978411553344,0.012111973508537887,-0.2856603620601337,10.99999319645915,-0.25406797497357014,3.162277660168379e-08
-0.8926886862267767,0.252657396772468,0.0457012489962523,0.012796752316466231,-0.25605733528876795,3.3372069574100482,-0.25406798137770276,3.162277660168379e-08
-1.1254951662260742,2.905257159414666,0.054312918841601304,0.02049959921337499,-0.31283585313600887,10.999977461236764,-0.2540679805836878,3.162277660168379e-08
-0.897174783172649,2.1777594866778953,0.05311441169319997,0.017308334612908618,-0.3391795695284198,3.3914475656356924,-0.2540679837608322,3.162277660168379e-08
-0.7841927122402237,0.4186102330705456,0.04773465756312497,0.015531770156181436,-0.35198404675749817,10.999947671844689,-0.2540679857589116,3.162277660168379e-08
-1.190821884279712,1.1901363468079422,0.04495019930659227,0.016481148899976726,-0.33198331110489293,3.418467402475117,-0.254067979942621,3.162277660168379e-08
-0.9774831998705118,3.132477922335483,0.04541561994982476,0.01719454100061966,-0.42919952203245637,10.999971880057473,-0.2540679796091795,3.162277660168379e-08
-0.7778923939240379,2.5315817093696062,0.04388402607757185,0.01582521731327477,-0.3581388761002856,3.2973906142454794,-0.254067981917329,3.162277660168379e-08
-0.8706226446855199,1.1141562569560013,0.04727437950677611,0.016980944187975917,-0.40963921845222667,10.99999601002331,-0.2540679821294407,3.162277660168379e-08
-0.9816603005421792,3.716019995335246,0.045451755451562305,0.015608976828775373,-0.28854822231385696,3.643660283294593,-0.25406798779193485,3.162277660168379e-08
-0.9929603138405267,2.4694466417935628,0.045118410812849306,0.014191059479633847,-0.3440406582729828,10.999992038375485,-0.25406798738375236,3.162277660168379e-08
-0.7775940412656396,1e-06,0.043217505086105855,0.01185651989040841,-0.2701844703895547,3.439808491463955,-0.2540679800025744,3.162277660168379e-08
-1.1264538534675386,1.7040501822794873,0.04762879227993927,0.01231380832396294,-0.2693303033616113,10.99999657177646,-0.2540679777628089,3.162277660168379e-08
-0.986699532235172,0.557648972593272,0.04382884105020544,0.01098108226105163,-0.2275408998848445,3.299666062160306,-0.25406797788759944,3.162277660168379e-08
-0.9735418794516821,0.5014832718027197,0.04711553617284244,0.011168242765448583,-0.2131979708010225,10.999992637802258,-0.2540679792406103,3.162277660168379e-08
-1.2024575514635698,3.391371055128725,0.04570575754668153,0.013184099643719138,-0.21255581139236787,3.3769143260702257,-0.2540679842299419,3.162277660168379e-08
-0.9777134065515455,1.436529903287638,0.04546863880033942,0.010157315589428475,-0.19570950236178394,10.999973400728063,-0.2540679839799375,3.162277660168379e-08
-1.085183910798257,1.360987118190512,0.04241646195231064,0.009868483098812225,-0.18298959805338127,3.4341318065655964,-0.2540679766337674,3.162277660168379e-08
-0.8955480741207588,1.9811021307027292,0.04324983442216521,0.009682576534775906,-0.20885016831572392,10.999989141132762,-0.2540679782051542,3.162277660168379e-08
-1.0201847413011769,1.6835023700879252,0.043688989125893994,0.008793560027130328,-0.13602714020718043,3.5381657218402744,-0.2540679827456852,3.162277660168379e-08
-0.9091936222879381,2.6851590277442146,0.043722868751145866,0.008812946354141813,-0.13862482539389293,10.999996178508317,-0.25406798365979305,3.162277660168379e-08
-0.7878623155933037,1.3426578581248247,0.043442593036428966,0.008602521630229117,-0.09836117370068559,3.4876912406215976,-0.2540679870140596,3.162277660168379e-08
-0.7869381227799873,1.033203843188338,0.04327410606019017,0.009254975123017926,-0.13699704753582842,10.999999133716758,-0.25406798758755034,3.162277660168379e-08
-0.9576642271806355,0.07212940828411493,0.04173915505304954,0.010049632779061525,-0.15083260491732223,3.64294747794116,-0.2540679864837165,3.162277660168379e-08
-1.038487855004584,0.9958465710315967,0.053221878158500914,0.01283171187086976,-0.23526947088365757,10.999993396750584,-0.2540679871374957,3.162277660168379e-08
-0.9280876053954863,1.2034172179156106,0.05000383964986688,0.012717878881842235,-0.19961253944296778,3.3646006386660128,-0.25406798721315704,3.162277660168379e-08
