Real,Final,Averege
0.04,0.05146858230889336,0.05121146199112021
0.039923910546724,0.05149952433853789,0.05117416766098743
0.0399044123195745,0.051546145755742435,0.05118440786925646
0.0399723032404244,0.051520492141574614,0.051178627652979605
0.0400969320199255,0.05154105974522279,0.05113800692393772
0.0399906222316274,0.051568821974660076,0.05112452821396851
0.040131242855793,0.051658152230781074,0.05107775499182636
0.0401637061282755,0.051689446110060475,0.05102942747676287
0.0400921516401174,0.05170779392274577,0.05099005488001093
0.0402443006571272,0.05167599636135467,0.05093987184592967
0.0401437061757559,0.05171838140001738,0.05094081010969492
0.0402253893984192,0.05174546665696365,0.050897447346016506
0.0401806759307886,0.05167682792461398,0.050854483228256295
0.0402280772189089,0.05173508554466156,0.050816670447975415
0.0400118100228279,0.05183185520969389,0.050777352188518525
0.0397993011860121,0.05185524104638437,0.05082896735644797
0.0398730789997002,0.05185091200168353,0.05079795957204713
0.0398087854125179,0.05184390559745149,0.050781055692975315
0.0397774862621041,0.05185684320520712,0.05076509756372301
0.0397097731566733,0.051845704768864305,0.05072557052444347
0.0395452041301088,0.05186088561236141,0.050698304423218155
0.0393807797712638,0.05182621065830248,0.05066496186644047
0.0391689112765548,0.05187636646368093,0.05066434516124122
0.0393117254629186,0.051876139896603043,0.05063428693453421
0.0390772045064764,0.05178557777646274,0.05059643103161486
0.0390786319045254,0.05175170684011613,0.0505812067835191
0.0390874390794315,0.0517145804506448,0.05057417339244946
0.0391693650428602,0.0522848150780179,0.05171326505759839
0.0389951308207881,0.05221490981947184,0.05165779184673063
0.0389268597061217,0.052215697981191404,0.051626630622123554
0.0389033134178996,0.05219893407187203,0.05163898390723886
0.0390703404020957,0.052243385161445895,0.05161341836192247
0.0390074934893593,0.05232030294480359,0.051583638589543596
0.0392185661003429,0.05237674826209013,0.05167504739376603
0.0394956783549238,0.052438892574465656,0.0516531139319413
0.03953604964986,0.052372101821838685,0.05160815016465499
0.0395015835830357,0.052349349204898254,0.05156204244257829
0.0393568985896341,0.05231842988629024,0.05163357654108118
0.0395516597580805,0.052273622780466635,0.05162222321236937
0.0396299156430491,0.052259972902138935,0.05157630756377059
0.0396726695470974,0.05227186192233964,0.05156688027862228
0.0397118658474384,0.05227010380180823,0.05152735436996134
0.0397688483063426,0.052198821544378354,0.05153324794810039
0.0397687594848953,0.05219198102187028,0.05148427389139618
0.0395402630008903,0.0522261940589272,0.0514382519172472
0.0393434715600568,0.0520024741807028,0.05139658199960004
0.0394555643219181,0.0519837763955695,0.05137995531077564
0.0395390943740252,0.05204000440777163,0.05134511705993172
0.0394085068864655,0.0520305377064523,0.05161351742816839
0.0394243659131293,0.051875821806129686,0.051590335350203985
0.0394908823604961,0.05195074006680178,0.051554555323837674
0.0394250006869972,0.05183577896815018,0.0515187118888201
0.0395928616848705,0.05175339878110023,0.05148799034490364
0.0395797760500668,0.0516840083101334,0.051431829801332984
0.0394927095759942,0.051722971292804655,0.0514039406847152
0.0393979393262025,0.05190215395796294,0.05136656623839089
0.0393386553661271,0.05195859311404732,0.05240686408705529
0.039267429607083,0.051949827576480014,0.052380289901138265
0.0390455566412612,0.05203297198053065,0.05239962930758338
0.039223266133236,0.05195564608102276,0.05237582892704273
0.0392142758833128,0.051944362487147996,0.052328689421268074
0.0392784064704198,0.05193424853823741,0.05231385176574285
0.0394184206562321,0.051960046867484254,0.05233264385659622
0.039368531735515,0.05198340663102952,0.0522979335606951
0.0394200636092712,0.052015441952312405,0.05228516885505886
0.0393344702536305,0.05195500379553267,0.05223867755557323
0.0391723416569603,0.05185995512956696,0.05218078641920003
0.0390621078149406,0.05186185449366226,0.05215461405019701
0.0389136216292113,0.05187903271726379,0.05210447337778028
0.0387341521306134,0.051830514753488835,0.05207788345154153
0.0387765138495076,0.051887874596606494,0.05206670232237478
0.038673929991235,0.05184474293428659,0.05209609679235655
0.0385990718090211,0.051787396043946554,0.05209572938192252
0.0387852879329626,0.051812561700260176,0.05204450707239179
0.0388145572532991,0.051808707703284336,0.05202154970344257
0.0389242576985026,0.051774508440006244,0.05201710552981985
0.0390263224139425,0.051849409677279315,0.05200675322131721
0.0390606348402862,0.051895261272677226,0.05198794147708505
0.0392367211510425,0.051786281485099214,0.05194211162464253
0.0393661685566532,0.05168378334375204,0.05191893625992893
0.0393121285291588,0.05178388521656893,0.05189455500244674
0.0395230351625524,0.051811143341535824,0.051856598923984594
0.0393340798626932,0.05178498954120871,0.051830484196780005
0.0391714267153531,0.0517717869335479,0.05187162481026311
0.0392142675682065,0.05171551893934485,0.05182359221199385
0.0390761578216059,0.05172022493950216,0.051856286431487646
0.0392339552633506,0.05177447120381694,0.05196556107752176
0.0394787912205612,0.051801763408670515,0.05194995657230025
0.0394320937410369,0.05181556123779901,0.051904023401261955
0.0394922832049946,0.051790732069713775,0.05188148044876215
0.0395721549852282,0.05178699499763756,0.05186608135801033
0.0394327476950892,0.05176421901098108,0.05183812321524165
0.0395083311862795,0.051668282624741046,0.0518090784093701
0.0396029004901589,0.05167458351397219,0.05176513834243998
0.0394691980789811,0.05162805235506593,0.051709901299769365
0.0393626259614686,0.051597058472575445,0.05171358738476242
0.0395207854678505,0.051542950466725274,0.051718952827057414
0.0398203038747971,0.05157820034392243,0.05166965152472736
0.0397314408716368,0.05153607006434116,0.05164900819032864
0.0397169449894946,0.05154093078577368,0.05164660343176775
0.0398197537350825,0.051509031969066414,0.05166944379413984
0.0398647667901317,0.05146675776353497,0.051684445314772315
0.0398368267462815,0.051496564571696234,0.05166525664810559
0.039725433929383,0.05146833611882103,0.05162762375301491
0.0395105396973689,0.051503709956439485,0.05164705184249475
0.0397846736835504,0.0514972272298181,0.051607519166764766
0.0397346992915967,0.05145397892552984,0.051577352533349066
0.0396766234542615,0.051332523675460456,0.051526245594870776
0.0396365362526403,0.05125717500261412,0.051492932223381305
0.0395451491582636,0.05137443743533849,0.05148858636344729
0.0396318147237278,0.05127557463009234,0.05143723967393685
0.0396969755199691,0.051324759413019,0.05141263500734482
0.0395199268129657,0.0514467186932192,0.051383286630458616
0.0395436976001006,0.05129645228365453,0.051339741124863975
0.0394968513390267,0.051359159640357144,0.0513982240895624
0.0396428918069558,0.05137967950035092,0.051354596009633095
0.0395706198937835,0.051369411510937706,0.0513437457928858
0.039647514644904,0.051281221504151375,0.05138746910350681
0.0396369714575898,0.05122735204781316,0.05136510580410362
0.039709687049092,0.051246959488402605,0.0513777997431027
0.0397899380630044,0.051291684372266194,0.051381586027795016
0.0398069941018554,0.0512583339255078,0.05139841428102229
0.0399212526341591,0.051201145874457794,0.0513568353774505
0.0398249891506535,0.051174874876171825,0.05136477319022298
0.0398209900388336,0.051168327168137004,0.05135925677579237
0.0399070657558167,0.051197040724219975,0.05133099600126026
0.0398509981741906,0.051171113352575556,0.05135219385009018
0.0397690431979636,0.051143150327857684,0.051311097757024866
0.0395397624204931,0.05125745413817196,0.05142245350978844
0.039622139192054,0.05132941839446466,0.051404336499934866
0.039850990381695,0.05133564610469771,0.051398943494767015
0.040139676367206,0.0513138879518857,0.05135921495139563
0.0400869219717115,0.0513263838669576,0.05132384529673375
0.0398910122480411,0.05137627482115287,0.051273998027490136
0.0398546036535561,0.05133842489673773,0.05126117719925136
0.0399621154837365,0.051305499514640675,0.05158519989017606
0.0401260955868322,0.05132360315592846,0.05157446298447756
0.0403441047730308,0.05130543003090803,0.051538918856537545
0.0402984669686607,0.0512767640632673,0.05153872224195911
0.0402099208683267,0.05126611293469166,0.051500533456674435
0.0400745195034762,0.051216701405110816,0.051513481201887486
0.0400107348558845,0.051295050318203216,0.05155118344112308
0.0402458976368752,0.05123413606903313,0.05153657309242457
0.0402181909236963,0.051239340023798104,0.05149468467835592
0.0400677731128289,0.05114690178302226,0.05148551073856826
0.0399887963758974,0.051180238314812436,0.05149045602669684
0.0401081484999604,0.05115484166417268,0.05146372081691035
0.0400061601382641,0.05111994231211267,0.051437815175916037
0.0400711756657471,0.051234270183172406,0.05142268867671412
0.0399804296719991,0.05118424473934354,0.05138917067509518
0.039980519308589,0.051260849264781624,0.05142701994184986
0.0400248853453454,0.05134930431150993,0.05145822245099084
0.040195714156272,0.05138442652077252,0.05165785025457664
0.0403395529533483,0.05141114148073122,0.05163366541474347
0.0402537098398066,0.051363177341831524,0.05158649389021908
0.0400516055106142,0.05135028066902841,0.05155720575091303
0.0400222528029025,0.051368869270151156,0.05153114072151219
0.0399599362400784,0.05130829220058515,0.051490158105917415
0.0398464016873193,0.05134960220014033,0.051475271596565245
0.0399702020507098,0.05136916910641595,0.05147598775367168
0.0401496659436689,0.05129943641019393,0.05144798505856991
0.0400935537493317,0.05138347952761868,0.051561708486995046
0.0402563172009339,0.0513347918353403,0.051535557807329074
0.0402809689673019,0.05133628184122313,0.051542779182359076
