Real,Final,Averege
0.09375421233426395,2.852523251923394,6.419434315604057
0.0895170921524281,2.8494899639738707,6.41533411361764
0.09237173153865379,2.847951776222984,6.413670359850638
0.08891316985531043,2.8485029579877548,6.4138294329266925
0.08050157820917354,2.8490529909169244,6.415992916782273
0.07876821712949628,2.8481252676673297,6.417358959034592
0.07398310354810997,2.8450821196626643,6.416573273413274
0.07388057244842999,2.844203452439303,6.41546451036925
0.06946954820013139,2.8423371929142176,6.415403807652158
0.0583945802952876,2.8447086160242168,6.41610654740172
0.05055378446654153,2.8465312690862374,6.4181432782148145
0.0509585932726989,2.8434984977318,6.415042861833284
0.05359295245910056,2.8391432069328593,6.411255107171348
0.05183051285665263,2.8377096799165957,6.408177816038512
0.05285844122996535,2.837856389946395,6.409230664691723
0.05351997186662794,2.839054875613864,6.409292754814123
0.05318341705561612,2.843031459754613,6.413092319325446
0.05311622978284323,2.8441567411814646,6.413523911516409
0.05255324654620795,2.841727891252744,6.412656995506831
0.05295537466494293,2.842068340313781,6.414213650918982
0.05320439480855903,2.8402119860139594,6.411761617904145
0.05520141959813944,2.8434611726053802,6.41417744024458
0.05154342588921344,2.8413510213970277,6.411412802146719
0.05411311898189929,2.840344433108266,6.413307440824166
0.0561043805145136,2.8358658801390693,6.407668099112995
0.06144122619635978,2.836707475467671,6.407053866420846
0.05934782866808942,2.8383640276349653,6.410119239754938
0.0609533990442878,2.8373483412552236,6.409424782213364
0.06197995593778929,2.8394528198439852,6.412112559940555
0.06304849831052457,2.8397981503718523,6.4113569240811685
0.06447793456683934,2.8345128407497024,6.405041425193681
0.07190659180757457,2.837879152982282,6.405707275016739
0.06971428133893581,2.833758502001002,6.399720490045473
0.07319202353395693,2.8341888477103154,6.398949147553522
0.06854531741102184,2.8316282624417344,6.39786400347128
0.0690160117243061,2.836255545044037,6.40020763800289
0.07226857523377345,2.8366192044093665,6.401441896972063
0.0675123622509386,2.8369116666723944,6.404144788865514
0.06947562404266472,2.834600525613009,6.40254015948277
0.07049822599773328,2.8369542473161857,6.403495339702921
0.07140206040841847,2.837350751636426,6.401249376601416
0.0706245849095256,2.8418708212672534,6.40579114044208
0.07446234130664524,2.8443676967586864,6.407250017708008
0.07105572927390102,2.843620362651506,6.40529864628046
0.07248454221928315,2.8433418996819206,6.404417011028088
0.06601432225759322,2.8349033775267407,6.396491779401963
0.07783944335374791,2.8390575543707763,6.401202878073081
0.08039908453205111,2.8399619940236924,6.40240203174317
0.08014553107633354,2.847379511423606,6.410399403398552
0.09013171372461307,2.849438915131647,6.412050011920013
0.08993568913103982,2.851496415107986,6.413757376746016
0.08203381192259253,2.851318187091403,6.41590932552244
0.08313945913168978,2.850628932774085,6.413914894304122
0.07613440326443185,2.849042506837794,6.4121688077982
0.07864378970706931,2.846702105171781,6.411126939391377
0.07958456594944505,2.850095379758103,6.415015362592992
0.08113364256438746,2.8509784746230817,6.4164636204747065
0.080068979564147,2.852793514237905,6.417879078297021
0.07850033461335121,2.8596507710294503,6.42597927993366
0.08798387567767048,2.8612151330119806,6.426030453192761
0.08633232388878208,2.8613254442977336,6.4284487867183335
0.08664705747144007,2.855303388884578,6.424940105895453
0.08458723185336679,2.8526231233324237,6.421053064683084
0.08947994071305783,2.847492447155275,6.414020576481961
0.0979171120922201,2.84954062703465,6.4148437506804825
0.09614633989930571,2.8490801578637863,6.412024308522454
0.08723631583385666,2.849356488665294,6.410868040974659
0.08276071336344717,2.8474106665353824,6.412360305570279
0.08200406383564743,2.846084260943803,6.413965563396626
0.07130505293446197,2.842736696085889,6.411222255692575
0.07370841859195938,2.846677418597187,6.415402592620726
0.07814471022398903,2.8463948250500355,6.417533028624597
0.07785613727733323,2.851419979952576,6.422688671588567
0.08336400659070081,2.8503240940285295,6.421856285330488
0.08261300687147895,2.848967313459105,6.420463392890474
0.08147718387636298,2.8440762570088873,6.416921906209557
0.08208001160636608,2.8369321614085186,6.4086990108762185
0.09554368657538352,2.836728445274259,6.4099909209814605
0.09642109535591344,2.8402516274917318,6.414184479834604
0.09022916427857426,2.842563283738015,6.416183576559605
0.09242065001599659,2.8425963295341212,6.415533470333546
0.09126477722238074,2.849844499993067,6.422015365813719
0.09529366756393602,2.848584774229316,6.421213908586584
0.09041222480676712,2.845191124282147,6.418240009736363
0.08344238048038469,2.845005266605865,6.417969670995348
0.08347896502222767,2.846533324567723,6.419169612424835
0.08131308153201404,2.8503291875171577,6.4214877032847
