mu,kappa,theta,sigma,rho,lambda,mu_j,sig_j
-0.08023772430506004,2.742653695515893,0.04068354262797767,0.009467254779199331,-0.571717606221944,12.639164009005249,-0.09283760660513611,0.01574113800420897
-0.15170790862473105,1.2406400810171103,0.03908760751561076,0.008836146938587704,-0.5202161766434533,0.010893515215162852,-0.09252224430115177,0.0016613551991785471
0.14372561238098086,1.08540969318044,0.03695467567271499,0.008702983147640843,-0.4748514036324198,0.01578174163725979,-0.09278262263360544,3.13253304132487e-05
-0.12565839357991093,1.1059701284301573,0.03715169060471497,0.008395959576171393,-0.455562531716177,0.010466464133464968,-0.09278271044417251,2.941675633347337e-07
-0.029872318607904257,1.8776329615920797,0.036033998652887755,0.00868710718664339,-0.4635342076725055,0.007178159466361991,-0.09278269589537952,3.162277660168379e-08
-0.03453486791330662,1e-06,0.03351228890962678,0.008564336270016296,-0.40544602839952243,0.00650934398241831,-0.09278269047620914,3.162277660168379e-08
0.11218626861845286,1.0959904460464143,0.035119525266902464,0.009052977705206208,-0.44688238923272655,0.010130013536715457,-0.09278269205422977,3.162277660168379e-08
0.2006409408250524,2.5805558185848825,0.03547925390186772,0.009158317217916757,-0.4001155276432801,0.008550029229866456,-0.09278269627588027,3.162277660168379e-08
0.035213061373212604,0.5697634090023952,0.03673090664591759,0.008476905439201805,-0.44837259594676276,0.01799907532666457,-0.09278270015806994,3.162277660168379e-08
-0.07128051421514574,1e-06,0.03647848485008341,0.008406429951084983,-0.3988680155515166,0.004652418781200881,-0.09278269673768724,3.162277660168379e-08
-0.01823858299710072,0.7209463535470073,0.032469756466037836,0.009653190262065982,-0.38532031533511407,0.004411177723454068,-0.09278269602989321,3.162277660168379e-08
0.07437784763385613,1.0281458683876579,0.03310752066602647,0.009859349429190417,-0.37900030989392447,0.00844691433668229,-0.09278270103035234,3.162277660168379e-08
0.09451567279433379,2.666596186341299,0.033952115157843056,0.009452860806143383,-0.40290447004598323,0.013739523920472048,-0.09278270581787015,3.162277660168379e-08
0.019656328959223535,0.3163374881909998,0.03489433445500346,0.00862934013053627,-0.36615967775721836,0.00910213919264752,-0.09278270833621126,3.162277660168379e-08
0.0054297670823895885,1e-06,0.032997472745503825,0.009093397995276477,-0.3723943826826968,0.007438355114957462,-0.0927827090202167,3.162277660168379e-08
-0.028079703329902544,1.5990591854119942,0.033262164714105945,0.009496287963963122,-0.3688465520177118,0.008619150935204871,-0.0927827112315931,3.162277660168379e-08
-0.006317149577262779,1e-06,0.03403294391559859,0.008636414007381002,-0.39727429242000234,0.003343979603069398,-0.09278271023804208,3.162277660168379e-08
0.06928610631332854,0.1534056040825211,0.028291065590466166,0.010511796590787808,-0.3711257717977639,0.012332185613092631,-0.0927827122002357,3.162277660168379e-08
0.19148764521112346,2.7804864687763473,0.03428236139201545,0.010948207393821912,-0.35110035876322,0.007623244531378265,-0.09278271561844419,3.162277660168379e-08
0.08353411438949129,1e-06,0.033462100192169525,0.008690712497217378,-0.39623299497902326,0.01820873417319644,-0.09278271551520832,3.162277660168379e-08
-0.007576630631550489,3.0531759607394244,0.034036598835879305,0.011036128838844297,-0.362913510706542,0.0040508526081653685,-0.0927827191186185,3.162277660168379e-08
0.09940172385072248,0.9182737541649,0.035636591216806,0.009009893077452431,-0.4465026860054194,0.013458827318837064,-0.09278272095490811,3.162277660168379e-08
