game_id,market,actor,actor_id,price,round,type,date,time,,,
9IRpFsLVpeuM,spades,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,32,sell,13/03/2025,0.745729167,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.743981481,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,32,sell,13/03/2025,0.742581019,,,
9IRpFsLVpeuM,clubs,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,100,32,buy,13/03/2025,0.741284722,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.739965278,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.747141204,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.742106481,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,32,sell,13/03/2025,17:44:14,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.750023148,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.745983796,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,32,sell,13/03/2025,0.743553241,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.741655093,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.748113426,,,
9IRpFsLVpeuM,clubs,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,100,32,buy,13/03/2025,0.741701389,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,1,32,sell,13/03/2025,0.743715278,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,32,sell,13/03/2025,0.743333333,,,
9IRpFsLVpeuM,clubs,Sabrina,318bbab8-6f7f-4c3d-b5bd-a17283d51e95,100,32,buy,13/03/2025,0.745659722,,,
9IRpFsLVpeuM,clubs,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,100,32,buy,13/03/2025,0.739525463,,,
9IRpFsLVpeuM,clubs,Naboth,7d71d6f2-b4a7-4608-8676-cc5b3875c914,75,32,buy,13/03/2025,0.73974537,,,
9IRpFsLVpeuM,clubs,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,75,32,buy,13/03/2025,0.745555556,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,32,sell,13/03/2025,0.741284722,,,
9IRpFsLVpeuM,clubs,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,75,32,buy,13/03/2025,0.739270833,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,62,32,sell,13/03/2025,0.747777778,,,
9IRpFsLVpeuM,hearts,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,62,32,sell,13/03/2025,0.747152778,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,62,32,sell,13/03/2025,0.744050926,,,
9IRpFsLVpeuM,hearts,Naboth,7d71d6f2-b4a7-4608-8676-cc5b3875c914,62,32,sell,13/03/2025,0.739490741,,,
9IRpFsLVpeuM,clubs,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,75,32,buy,13/03/2025,17:43:06,,,
9IRpFsLVpeuM,hearts,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,62,32,sell,13/03/2025,0.746527778,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,62,32,sell,13/03/2025,0.7409375,,,
9IRpFsLVpeuM,hearts,Naboth,7d71d6f2-b4a7-4608-8676-cc5b3875c914,62,32,sell,13/03/2025,0.743043981,,,
9IRpFsLVpeuM,clubs,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,75,32,buy,13/03/2025,0.749560185,,,
9IRpFsLVpeuM,hearts,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,62,32,sell,13/03/2025,0.741342593,,,
9IRpFsLVpeuM,hearts,Naboth,7d71d6f2-b4a7-4608-8676-cc5b3875c914,62,32,sell,13/03/2025,0.746805556,,,
9IRpFsLVpeuM,clubs,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,75,32,buy,13/03/2025,0.743796296,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,62,32,sell,13/03/2025,0.747800926,,,
9IRpFsLVpeuM,hearts,Naboth,7d71d6f2-b4a7-4608-8676-cc5b3875c914,62,32,sell,13/03/2025,0.739340278,,,
9IRpFsLVpeuM,hearts,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,62,32,sell,13/03/2025,17:43:34,,,
9IRpFsLVpeuM,hearts,Huz,2243457b-1fb8-4e1e-8d77-e0172e6adc8f,62,32,sell,13/03/2025,0.742476852,,,
9IRpFsLVpeuM,hearts,Vanessa,6346b5a3-f5c1-4e22-a713-008c645d62c3,62,32,sell,13/03/2025,0.745497685,,,
9IRpFsLVpeuM,spades,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,31,sell,13/03/2025,0.74744213,,,
9IRpFsLVpeuM,spades,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,31,sell,13/03/2025,0.743055556,,,
9IRpFsLVpeuM,spades,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,31,sell,13/03/2025,0.739027778,,,
9IRpFsLVpeuM,spades,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,1,31,sell,13/03/2025,0.74712963,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,65,31,sell,13/03/2025,0.742152778,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,72,31,buy,13/03/2025,0.743414352,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.747534722,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,17:43:27,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.747453704,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,0.74,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.7396875,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,0.740868056,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.747291667,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,0.748460648,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.740740741,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,0.741759259,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.745787037,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,0.746377315,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.739224537,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,0.741006944,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,17:43:24,,,
9IRpFsLVpeuM,hearts,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,66,31,buy,13/03/2025,0.740636574,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,0.745960648,,,
9IRpFsLVpeuM,clubs,Bozhidar,cf855af5-8545-41c6-896a-7df4fcf0bbb5,75,31,sell,13/03/2025,17:43:36,,,
