price,variance
97.17046562,0.038855
97.05801411,0.038885618
99.74879423,0.038959245
98.4046785,0.039118756
98.73038355,0.038944292
101.9825334,0.038922546
101.919452,0.038916586
100.7634481,0.039064519
100.8339275,0.038902619
100.2294828,0.03896753
102.3196883,0.038927891
102.9232217,0.038707717
103.5043099,0.038704759
103.7581015,0.038554401
104.1349208,0.038333562
102.5112363,0.03823758
103.7851835,0.038012258
106.5151564,0.038060274
106.1244358,0.038203383
105.1524567,0.038394888
107.2993236,0.038462736
107.5976167,0.038621616
109.6540638,0.038708634
109.4582493,0.038743452
107.5362024,0.038813194
109.7395998,0.038701708
109.4554963,0.038650806
107.1697082,0.038753786
107.5902957,0.038629263
105.0106654,0.038753606
107.215187,0.038559741
108.3471279,0.038431095
106.4982397,0.038471606
106.2683799,0.038374148
106.3752372,0.038312946
109.5778145,0.03814458
111.8715875,0.037888284
111.8851877,0.037885566
114.3524542,0.037835749
113.6164838,0.037840806
111.2956115,0.037934432
111.9872539,0.03810238
111.6737368,0.038102144
113.0308332,0.038278769
115.7742022,0.038159093
115.9065415,0.038144222
115.5474009,0.03804582
116.161352,0.038084374
117.4747561,0.038061138
118.2381742,0.038046505
117.854884,0.038015897
118.3608117,0.038031807
120.6641124,0.037885951
121.6132422,0.037957562
119.9404778,0.038057457
121.1532658,0.038005353
118.4693344,0.038107332
117.8576848,0.037967141
114.8452162,0.03814961
112.8091376,0.0382006
114.5044118,0.038054426
115.9566754,0.038090249
115.8188778,0.038091036
115.9126572,0.038319512
116.8778022,0.038340436
118.7523154,0.03833512
118.872966,0.038199477
119.0015212,0.038353075
118.2845383,0.038262032
118.51278,0.038324968
120.0119554,0.038307415
117.3426598,0.038409273
116.5349583,0.038600586
118.0931116,0.038376233
119.4635931,0.038382818
120.3257266,0.038358041
121.0870537,0.038367864
123.0413546,0.038383539
123.4035179,0.038462021
126.3178175,0.038352544
125.7875625,0.038365354
128.1508282,0.038332294
126.548553,0.038425494
126.2326359,0.038459576
125.0153491,0.038602505
123.2949557,0.038597991
122.5866722,0.038761815
122.5081535,0.038678721
122.7773085,0.038680411
122.6902814,0.038809227
121.5586837,0.038892457
120.0533178,0.038924772
120.1813431,0.038848059
119.2944328,0.038642874
118.6471201,0.038859581
115.7359262,0.038862963
115.6579704,0.038744264
114.1287353,0.038970336
116.8875718,0.038903296
114.687976,0.039139972
115.1067599,0.039286657
118.7118935,0.038970746
119.0174715,0.038873077
118.4743673,0.038823416
115.3787178,0.039030536
115.6152698,0.039038646
117.2989091,0.039006246
117.4869892,0.038982853
118.8599896,0.039035345
119.3476183,0.039157709
119.0863684,0.039091591
116.7199156,0.039324476
119.3562553,0.039422085
119.245021,0.039414989
122.0481055,0.039177804
123.7235822,0.039133297
123.7020379,0.039023167
123.8729074,0.039068357
124.8887905,0.039179388
126.7846706,0.038937475
127.3381058,0.038933523
128.203477,0.038774962
126.9307783,0.038893024
123.6152833,0.03907131
123.3518776,0.03904491
122.792629,0.038985996
121.503374,0.038940303
123.240964,0.038883083
123.8723628,0.038830231
126.0808703,0.038772182
129.1105059,0.038860585
127.2306014,0.038952592
129.3232283,0.038901516
131.6843846,0.039005705
132.8929617,0.039121161
135.3727173,0.039115428
135.1071701,0.039155904
135.9112077,0.039237994
137.1829445,0.03903642
136.4416403,0.039081887
137.5860889,0.03893531
136.1641002,0.038999178
137.4277058,0.038898799
136.7749236,0.038921959
135.837278,0.038877431
135.6712955,0.038833325
133.7727399,0.038988416
133.1446504,0.038964216
133.7881847,0.038930218
134.0915605,0.038883958
130.7934027,0.038886817
133.6862885,0.038811829
133.2848999,0.038981604
131.4939738,0.038956029
132.3866156,0.038780543
130.5628591,0.038938739
129.2177991,0.039171255
128.7968987,0.039147932
128.9728901,0.039102004
130.6257703,0.039189529
130.9487806,0.039086463
131.4244907,0.038971798
131.350788,0.03893189
130.0013648,0.038802475
129.5635118,0.038885313
128.0169886,0.038950536
130.1872045,0.038757158
129.1266076,0.038772512
131.5188147,0.038697283
129.9515355,0.038790392
131.439153,0.0386333
130.3121625,0.03875154
129.7708428,0.03880191
132.0209906,0.038572931
134.6083714,0.038436269
137.0963975,0.038306633
136.3498234,0.038438246
134.958488,0.038555403
133.787321,0.038777984
131.5809808,0.038988862
128.8682845,0.039055258
128.9758824,0.03913236
127.9539483,0.039158003
127.8529391,0.039099659
130.8726248,0.038961844
127.4475054,0.039102196
128.1761969,0.038929945
126.1372203,0.038977429
123.8250837,0.039132314
123.8134667,0.038940285
122.2417138,0.039018059
122.2035824,0.039136617
123.165051,0.039059409
121.2035642,0.039099081
121.4949548,0.039104799
120.053957,0.039251684
120.1612623,0.039249832
121.6661299,0.039349514
121.3225008,0.039370021
122.7571862,0.039139139
123.6921899,0.039313209
122.5655205,0.0392018
125.2320338,0.038972877
126.252478,0.038864093
126.56335,0.038826461
127.1849112,0.03875057
129.1127123,0.038718868
128.5071795,0.038774528
127.9682365,0.038902844
126.8589721,0.038914765
127.630176,0.039027866
125.0661044,0.039130632
126.3905423,0.038946165
127.9307597,0.038944432
126.2671357,0.03901327
128.0365365,0.038796479
128.8745186,0.038745053
129.8964572,0.038921842
131.380769,0.038898192
131.5529419,0.038817304
127.6836314,0.03902618
129.0167461,0.038862345
128.8303688,0.039075101
124.3678583,0.039263549
126.6415457,0.038962002
126.7158441,0.038996227
128.8371662,0.039087053
130.2288726,0.039064293
129.1545182,0.039081089
126.5546033,0.039303171
125.4547608,0.039313717
125.3206151,0.039322008
123.4866148,0.039516491
126.3472207,0.039461331
129.0190791,0.039336669
130.0799608,0.039267005
129.8343408,0.039293753
131.2014533,0.039162975
131.3349092,0.039247471
130.1000081,0.039218716
128.0423315,0.039307039
125.546123,0.039474557
122.3122453,0.039574631
121.0297008,0.039714814
120.9397309,0.039824471
121.5360564,0.039689289
119.1888466,0.039734195
120.1521607,0.039635159
118.1291299,0.039751233
113.0235862,0.039814665
113.7622503,0.039787585
111.967914,0.039754268
113.3191373,0.03965368
114.1691089,0.039427592
114.5085104,0.039487641
113.7090587,0.039684183
113.7167461,0.03967513
112.4951977,0.03957983
110.9618037,0.039851996
112.9062554,0.039552106
113.6846329,0.03945099
113.6886624,0.039416597
111.1430267,0.03931209
111.3808178,0.039445835
111.421583,0.039513335
111.1618262,0.03960096
110.2993498,0.039804591
110.8757654,0.039841933
113.0052239,0.03967462
113.6717876,0.039654086
114.6779172,0.039623221
112.0351926,0.039694697
109.9627803,0.039806862
106.9644109,0.040013739
106.4322083,0.039879014
106.1411441,0.039881604
106.123913,0.039912872
107.1062307,0.039757483
105.7709415,0.039775676
104.9974036,0.039774437
107.1056153,0.039710305
108.3639628,0.039850629
109.3404599,0.039891494
106.8018539,0.039977373
107.7422713,0.040043421
106.0433476,0.040241683
107.5044076,0.040188053
107.0739606,0.04031471
107.9172407,0.040183667
108.6986383,0.04013514
108.7228974,0.04025008
109.3505908,0.040138718
108.6365436,0.040124338
107.561626,0.040325351
106.994806,0.040153856
104.9016324,0.0403703
105.4213591,0.040376391
104.7169163,0.040494622
104.4254565,0.040601125
105.4529463,0.040575654
106.1161166,0.040626021
105.9045934,0.040684083
107.5273254,0.040566341
109.2656551,0.040691488
106.7755024,0.040797168
104.1560159,0.04096512
105.5479751,0.040878815
104.4740005,0.041055198
104.3734517,0.041091267
103.6619243,0.04100121
102.6406771,0.041130079
104.6142024,0.04140098
105.2436897,0.041391341
103.7936302,0.041545869
104.9979587,0.041423298
106.327105,0.041452106
104.7773866,0.041444436
103.7211334,0.041599087
103.9022769,0.041594554
102.9679538,0.041545227
101.5271351,0.041521251
100.7937831,0.041502534
100.0793458,0.041661472
100.3046553,0.041563979
99.9073172,0.041455966
102.4915406,0.041319957
101.8042239,0.041291646
103.849418,0.041030781
103.9823892,0.04104372
103.3748154,0.04109449
101.4312123,0.041163556
100.4420593,0.041229629
102.850828,0.04124856
102.6567068,0.041291798
103.1724611,0.041415401
101.8065426,0.04168963
101.1191337,0.041748168
100.0500976,0.041900347
98.87439779,0.041828292
97.15379955,0.041999015
98.78411906,0.042014974
99.33865503,0.042037175
100.8636295,0.041764534
102.3404634,0.041803177
101.6261406,0.041768058
102.270875,0.041632267
102.6605449,0.041730733
103.8569066,0.041492192
104.1972841,0.041560154
102.6089522,0.041792489
103.0723084,0.041810081
105.2195214,0.041736925
104.6059245,0.041629422
105.131346,0.041608001
106.6121602,0.041637922
106.6381859,0.041703514
104.7524538,0.041814232
104.681064,0.041763947
106.6723183,0.041487996
105.0776208,0.041590661
103.6017698,0.041950702
103.6759416,0.042036765
105.6150899,0.041675387
107.8922992,0.041409832
107.3315666,0.04141109
106.3763444,0.041330542
108.248468,0.041150443
110.0125136,0.04115241
109.6141711,0.041169307
110.5236048,0.040959958
111.7645665,0.040940299
109.875045,0.040972322
107.2972925,0.041116582
106.8197762,0.041317394
106.9922425,0.041280373
107.3206516,0.041219081
107.6459258,0.04112291
110.3535481,0.040856035
111.7723095,0.040814776
110.3320858,0.040909535
110.4451956,0.040930443
110.1947906,0.040979661
109.0345523,0.040922192
109.3032558,0.040774045
111.8738155,0.040601525
111.2909617,0.040645941
108.4367569,0.040702638
109.0734194,0.040751301
107.5368666,0.040848787
108.334595,0.040727089
108.9545589,0.040672031
109.3974446,0.04058637
109.273246,0.040693132
111.4059948,0.040488276
111.7511889,0.0406043
112.100996,0.040608234
114.214687,0.040469624
114.6161926,0.040445166
115.5660771,0.04040324
117.7338808,0.040450787
117.9312003,0.040499894
118.3390465,0.040444349
121.1231236,0.040339101
119.0529689,0.040640978
119.9551553,0.040611168
117.4896549,0.040699378
118.0293405,0.040711369
118.4844643,0.04066999
119.3401817,0.040560976
116.1158388,0.040725018
117.0484471,0.040577891
118.1424455,0.040505205
118.1018066,0.040611808
118.0144522,0.040446409
119.6014439,0.040408449
119.2357879,0.040546382
119.5845351,0.040558801
121.9108698,0.040502734
122.9270611,0.040531645
123.7965132,0.040421726
124.8541257,0.04051384
126.6670463,0.040480204
125.955239,0.040608228
124.4748294,0.040468859
124.6144297,0.0405421
125.8763098,0.040390568
126.3658692,0.040352208
127.7956647,0.040386085
129.1598591,0.040355486
132.2657849,0.040188343
129.8058506,0.040249762
132.4680802,0.04007745
135.0062961,0.039801163
133.2547608,0.039850212
131.9852025,0.039847712
132.2729778,0.039895005
132.3956692,0.039761928
132.2240235,0.039904717
130.6091683,0.039924989
131.4771622,0.039882031
131.8519465,0.039878194
130.2650489,0.040021445
130.9042878,0.040059504
129.0239394,0.040111916
130.6879087,0.040227766
130.1419675,0.040013868
130.5629417,0.03988972
130.8099184,0.039813688
129.7460974,0.039840965
130.3180196,0.039850548
128.6164469,0.039867849
126.8462226,0.039768803
126.9433036,0.039730734
127.3780327,0.039679886
126.8043602,0.039581892
124.8781005,0.039618325
125.7238937,0.039684815
126.4032265,0.039754401
127.3727058,0.039651573
127.6057525,0.039644457
126.94173,0.039540183
125.9183655,0.039790975
124.0204869,0.039765486
122.4746337,0.040049203
121.4602256,0.040107442
123.1743811,0.039944037
123.1891581,0.039874067
124.0618921,0.039762439
123.3535216,0.039906889
123.9132298,0.040025696
123.2668485,0.040103689
121.372867,0.040189607
122.4603939,0.040167873
121.9166723,0.040193248
123.1846958,0.040119374
122.7988561,0.040021181
122.4955744,0.039992589
123.8736345,0.03989998
122.3816029,0.039779831
124.0640162,0.039576307
122.1400009,0.039689196
120.734808,0.039703789
121.8218437,0.0396712
121.4440851,0.039747119
123.6489479,0.039768795
126.4542431,0.039661084
126.5173385,0.039468365
126.4261637,0.039534511
125.9087117,0.03947903
123.6822184,0.039684706
124.4060857,0.039744785
122.7712308,0.039849963
120.0236594,0.039794163
120.5219446,0.039812619
120.2124688,0.039907654
118.5495083,0.040075416
115.048963,0.04021088
113.7239967,0.040176265
112.7358043,0.040168552
112.0001295,0.0403486
109.2737273,0.04067091
109.3006113,0.040667446
108.5944957,0.040598401
107.4478741,0.040698118
108.0442021,0.040681285
108.976758,0.040744693
107.9776294,0.040866062
106.7531267,0.040959754
105.7715482,0.04108185
104.8476374,0.041333536
101.9622303,0.041482317
101.294224,0.041657991
101.2151752,0.041852222
99.64774702,0.04190766
100.4448819,0.041770439
100.5376769,0.041839551
102.0484696,0.041765598
102.6105804,0.041663814
101.7281308,0.041804994
101.0649835,0.04174913
100.2775061,0.041812265
99.89298002,0.041830602
101.9251932,0.041951475
101.7810401,0.041966138
101.286229,0.041835729
101.7661459,0.042002189
104.251928,0.041756747
103.4429801,0.041739136
104.1423946,0.041626791
102.8013215,0.041547763
101.7043553,0.041430526
103.3556919,0.041330863
104.7578682,0.041179547
105.1005679,0.041043934
106.0383065,0.041031086
106.4332998,0.041015359
105.9310701,0.041165099
105.5237213,0.041246164
107.3638452,0.04112108
108.3822342,0.041043539
