mu,kappa,theta,sigma,rho,lambda,mu_j,sig_j
0.49728306335860045,1.5976381361934155,0.14347190462955348,0.02326684774608906,-0.9600312912034333,14.874323926410579,-0.049741158555184885,0.0010323163904309067
0.23559857148816385,0.43415074315968755,0.12828880243066268,0.008384231213491335,-0.9870611117203236,10.650748962195436,-0.049745285142334304,0.00010908850733025982
0.3749891289640685,0.7072794419229079,0.12442206121182743,0.0055814229346882035,-0.9842668179453428,8.962585959267267,-0.04974607619410259,1.0228547152153374e-05
0.3905950744323898,1.3772372313824717,0.12527876513747202,0.005112936546322362,-0.9812841876021123,8.661716456034858,-0.04974597412208556,1.029462889035593e-06
-0.40518821113703213,0.10075978950531826,0.11529581406394959,0.005004790166979074,-0.9781999746256428,8.26835861610962,-0.0497459757748585,9.753182978360362e-08
0.2158463546440754,0.273425095379818,0.09706598895687024,0.005138162786872032,-0.9803618493774507,5.516006295057723,-0.049745976344997334,3.162277660168379e-08
0.13039942027712925,0.4103990118368727,0.10075915122731367,0.0051069879488577575,-0.9729349022554746,5.939149637762195,-0.049745976348396406,3.162277660168379e-08
0.3530122268596511,0.2651726659838795,0.09716852897254592,0.005129662790043111,-0.9710906602245428,4.734085163395137,-0.049745976536915454,3.162277660168379e-08
0.25925183500892723,0.5158074637433192,0.09769665803294829,0.005213193149108448,-0.9727265793612132,5.2940645241033195,-0.049745976219783675,3.162277660168379e-08
0.25767152498129464,0.6528301820370849,0.0952763996655523,0.005149001811098511,-0.969836890112537,4.79125360860176,-0.04974597611942821,3.162277660168379e-08
0.019743325099010885,1.4461805631132523,0.0947452810978521,0.00523860020541746,-0.9734483252282202,4.654724938430352,-0.04974597601160006,3.162277660168379e-08
-0.036420624524055915,1.1988399170436694,0.09403308925298545,0.005045251214422135,-0.968070467800038,3.868060006328363,-0.0497459759724072,3.162277660168379e-08
0.3724390371845265,1.3413868387631802,0.09219065906083937,0.005285930860042294,-0.9708958326896187,3.746312087785154,-0.04974597604639865,3.162277660168379e-08
0.4122162647026925,1.5315303241024127,0.09196797022884638,0.005116326536990303,-0.9736499524335952,4.585273884347337,-0.04974597577509242,3.162277660168379e-08
0.0596254615208811,2.9859913457142517,0.09236763412512747,0.005264741379822698,-0.9667165270657295,4.505094015618636,-0.049745975881036526,3.162277660168379e-08
0.17584050479924193,2.125563265872116,0.09268418408466307,0.005162008872996752,-0.9693845112205105,3.7387246208131506,-0.04974597599620666,3.162277660168379e-08
0.057371711400862495,0.9020125519709837,0.0917723725287647,0.005129326673422108,-0.9672635676384899,4.186046142665479,-0.049745976089695776,3.162277660168379e-08
0.2685613466497338,0.3580968523554248,0.090946359894126,0.005201894350314297,-0.9671227131235474,3.6845383211376914,-0.0497459757586109,3.162277660168379e-08
0.21892025848947713,1.1858262073705454,0.08983504411821448,0.00525051961605235,-0.9672318099421715,4.2039443521171,-0.04974597558888124,3.162277660168379e-08
0.36191004968136514,0.4252017647747774,0.08773170113019091,0.005377637563754801,-0.9661556926815401,3.9009997471994056,-0.04974597594876692,3.162277660168379e-08
0.11232960285690606,0.5449243552181008,0.08970816600015041,0.005354669255351891,-0.9630054181590981,3.9302243310641707,-0.0497459765100559,3.162277660168379e-08
0.12260602433288302,0.7421984912205587,0.08833417550889795,0.005249499953714894,-0.967298584033014,3.616480711440455,-0.04974597637817098,3.162277660168379e-08
0.24940619612545187,1.1453695802633839,0.08650211704519668,0.005119790517675408,-0.9624218389985894,3.425285137958969,-0.04974597630706929,3.162277660168379e-08
0.17991766306151288,0.1867394365509136,0.09354399659771266,0.005216778731422872,-0.9693478479697334,3.740472294505337,-0.04974597672542011,3.162277660168379e-08
0.17571463251449068,0.6129884093030334,0.08836677638677132,0.0051964530961501505,-0.9646628032947868,3.5981355600690192,-0.0497459765189056,3.162277660168379e-08
0.6420861234856895,2.6479354871286276,0.08731497518759082,0.004948558809770396,-0.9642044791121431,3.6884500693534163,-0.049745976268304896,3.162277660168379e-08
0.028276019953947348,1.509027423945781,0.08868408753234407,0.005049831430397728,-0.9637676676324647,4.8020984371131386,-0.049745976394237085,3.162277660168379e-08
0.22575349932584252,1.2758729368112585,0.08736663413225194,0.004891574467945406,-0.965400807436697,3.124458741805176,-0.049745976378744415,3.162277660168379e-08
0.39474509854556844,0.9319719353158752,0.08764065963168334,0.0051080871868177235,-0.965074065795208,3.964600405079435,-0.04974597628710921,3.162277660168379e-08
0.23472259349691613,0.9166040065475226,0.08733065699416487,0.005355158491851152,-0.9622382977506465,4.044223527128352,-0.0497459760939411,3.162277660168379e-08
-0.06057044832674551,2.488681128528215,0.08759041414989442,0.005205113217794276,-0.9643090020280013,3.6969483913021626,-0.04974597608192905,3.162277660168379e-08
0.0332279990057489,1.919103956906127,0.08665172794697387,0.005240069863229377,-0.9678621382807466,3.1338355432477174,-0.04974597619199944,3.162277660168379e-08
0.322838097593876,0.9946318960376487,0.0856686154826543,0.005045072380883193,-0.9682577340475673,3.320931763175804,-0.04974597594190688,3.162277660168379e-08
0.2881931761725371,1.4151156439522594,0.0852380322306574,0.005215481871894067,-0.9649889451033467,3.6865856528535463,-0.049745975795727274,3.162277660168379e-08
0.3745069371998619,1.850322691722407,0.08450608502266553,0.005145528588246405,-0.9657812200316948,3.635522453329854,-0.049745975641042973,3.162277660168379e-08
0.3085747993470748,0.442346091720718,0.08696648269594609,0.0050290059530940625,-0.96523201891408,3.6693741095717414,-0.04974597588015547,3.162277660168379e-08
0.0018626582248604249,1e-06,0.07588145119760374,0.00520233260022798,-0.9598919052934002,3.7480949817236864,-0.04974597547811808,3.162277660168379e-08
-0.018227085655553085,0.8654032864514482,0.08309140887831278,0.005159968340514217,-0.9636463838796407,2.9479944828714397,-0.04974597525074672,3.162277660168379e-08
0.13863493002621882,1e-06,0.08257363715509644,0.005263359388246092,-0.9600801980831428,2.8026482364612564,-0.0497459755120131,3.162277660168379e-08
0.3109702779962555,0.7779552458236686,0.08027580233628802,0.005188891237058961,-0.9621742971882582,2.7223549221044436,-0.049745975951464724,3.162277660168379e-08
0.5195984161783742,0.6454337268695359,0.08045533955163058,0.005179133391605056,-0.9622343286452272,3.253402611836237,-0.049745975827141325,3.162277660168379e-08
0.12515312091382125,0.15977089543689346,0.08426469527949978,0.005136735959042395,-0.9632129299145796,3.6738756316995618,-0.04974597597212791,3.162277660168379e-08
0.15839927175182208,0.758902589639669,0.08205562619292711,0.005304266769505197,-0.9578165637995278,2.873853648303661,-0.04974597550218867,3.162277660168379e-08
0.20911451969007852,0.7075041799835685,0.08056191233243382,0.005270945764654798,-0.9650151299565052,3.015724148083973,-0.049745975638362895,3.162277660168379e-08
0.4217428237485827,1.240710214185136,0.07937044967129625,0.005208104574427746,-0.960992625983333,3.0940196394713904,-0.04974597554921479,3.162277660168379e-08
